fsid,name,state_name,state_fsid,properties,lsad,longitude,latitude
3930352,Glencoe,Ohio,39,320,57,-80.8814184773,40.0105257337
3930380,Glendale,Ohio,39,1606,47,-84.457955338,39.2704622805
3930436,Glenford,Ohio,39,107,47,-82.3195966241,39.8865553536
3930506,Glenmont,Ohio,39,250,47,-82.0924601043,40.5190754618
3930520,Glenmoor,Ohio,39,1783,57,-80.6132973453,40.6639237697
3930632,Glenwillow,Ohio,39,473,47,-81.4728000828,41.360623313
3930660,Gloria Glens Park,Ohio,39,466,47,-81.9010325019,41.0578038038
3930674,Glouster,Ohio,39,1790,47,-82.0842303032,39.5022958714
3930702,Gnadenhutten,Ohio,39,747,47,-81.4292937209,40.3594708168
3930786,Golf Manor,Ohio,39,1945,47,-84.4467818579,39.1873565446
3930828,Good Hope,Ohio,39,149,57,-83.359405338,39.4467203581
3930996,Goshen,Ohio,39,503,57,-84.1532832343,39.2325263996
3931150,Grafton,Ohio,39,1517,47,-82.0368074186,41.2807590117
3931206,Grand Rapids,Ohio,39,760,47,-83.8679400536,41.4077581701
3931234,Grand River,Ohio,39,421,47,-81.2846326734,41.741806017
3931262,Grandview,Ohio,39,836,57,-84.7246187928,39.1921268051
3931304,Grandview Heights,Ohio,39,3075,25,-83.0409153286,39.9793646272
3931402,Granville,Ohio,39,1916,47,-82.5024008894,40.0646554562
3931434,Granville South,Ohio,39,611,57,-82.5415335706,40.0520860701
3931458,Gratiot,Ohio,39,151,47,-82.2167797972,39.9514954265
3931472,Gratis,Ohio,39,513,47,-84.5286112742,39.6484146257
3931860,Green,Ohio,39,11811,25,-81.4756543378,40.9483531317
3931948,Green Camp,Ohio,39,272,47,-83.20761298,40.5320163958
3932088,Greenfield,Ohio,39,2705,47,-83.388408407,39.3535516816
3932158,Greenhills,Ohio,39,1684,47,-84.5191805763,39.2668951458
3932207,Green Meadows,Ohio,39,947,57,-83.9452980148,39.8672203658
3932256,Green Springs,Ohio,39,712,47,-83.0529734404,41.2568958291
3932298,Greentown,Ohio,39,1667,57,-81.4020458909,40.9273810202
3932340,Greenville,Ohio,39,5820,25,-84.6208853883,40.1042086218
3932368,Greenwich,Ohio,39,1058,47,-82.5198505799,41.0317684303
3932536,Groesbeck,Ohio,39,3294,57,-84.5969793871,39.2292248872
3932592,Grove City,Ohio,39,15460,25,-83.0693799077,39.8660432622
3932606,Groveport,Ohio,39,2641,25,-82.8978097781,39.8585847541
3932956,Hamden,Ohio,39,890,47,-82.5242993016,39.1591164682
3932984,Hamersville,Ohio,39,413,47,-83.9854477176,38.9190595352
3933012,Hamilton,Ohio,39,31611,25,-84.5652498256,39.3938367703
3933096,Hamler,Ohio,39,375,47,-84.0355099536,41.2280832465
3933194,Hanging Rock,Ohio,39,502,47,-82.7275078624,38.5599674942
3933222,Hannibal,Ohio,39,414,57,-80.8741055345,39.6717693883
3933292,Hanover,Ohio,39,593,47,-82.2759677701,40.0824736713
3933306,Hanoverton,Ohio,39,395,47,-80.9354875818,40.7546944872
3933362,Harbor Hills,Ohio,39,2005,57,-82.434312581,39.9366017431
3933656,Harpster,Ohio,39,204,47,-83.2501783273,40.7384298572
3933740,Harrisburg,Ohio,39,197,47,-83.1684098849,39.8107067847
3933838,Harrison,Ohio,39,5292,25,-84.7883107506,39.2571059148
3934118,Harrod,Ohio,39,267,47,-83.9213448442,40.7074926836
3934202,Hartford,Ohio,39,226,47,-82.6883820343,40.2395446674
3934328,Hartville,Ohio,39,1629,47,-81.3348360134,40.9617519052
3934384,Harveysburg,Ohio,39,431,47,-83.9984878232,39.5021829441
3934412,Haskins,Ohio,39,640,47,-83.7043045218,41.4648051224
3934552,Haviland,Ohio,39,3,47,-84.5852939769,41.0177886551
3934594,Haydenville,Ohio,39,192,57,-82.3238050317,39.4808089097
3934636,Hayesville,Ohio,39,373,47,-82.2596175217,40.7752144277
3934748,Heath,Ohio,39,3964,25,-82.4411050757,40.0241373598
3934790,Hebron,Ohio,39,1145,47,-82.4898302866,39.9644026676
3934888,Hemlock,Ohio,39,271,47,-82.1544739257,39.5904611451
3935028,Hessville,Ohio,39,158,57,-83.2430693854,41.4030573976
3935098,Hicksville,Ohio,39,2362,47,-84.7647366078,41.294386785
3935126,Hide-A-Way Hills,Ohio,39,1734,57,-82.4659699186,39.655122261
3935168,Higginsport,Ohio,39,267,47,-83.96730276,38.7900237457
3935210,Highland,Ohio,39,167,47,-83.6000788086,39.3439457486
3935252,Highland Heights,Ohio,39,3852,25,-81.469126076,41.5517841646
3935255,Highland Hills,Ohio,39,228,47,-81.5190662892,41.4506881342
3935256,Highland Holiday,Ohio,39,498,57,-83.4703275044,39.194918235
3935322,Highpoint,Ohio,39,1593,57,-84.3471314857,39.2891761225
3935476,Hilliard,Ohio,39,11579,25,-83.157782247,40.0351938474
3935532,Hills and Dales,Ohio,39,154,47,-81.4439523018,40.8289351252
3935560,Hillsboro,Ohio,39,3845,25,-83.6111614657,39.2123197611
3935613,Hilltop,Ohio,39,1306,57,-80.7418117067,41.1643547937
3935658,Hiram,Ohio,39,306,47,-81.1428680822,41.3114535595
3935826,Hockingport,Ohio,39,256,57,-81.7491710977,39.1908375419
3935854,Holgate,Ohio,39,680,47,-84.1292457659,41.2492888383
3935864,Holiday City,Ohio,39,68,47,-84.5388843188,41.6177802981
3935866,Holiday Lakes,Ohio,39,1381,57,-82.7291101719,41.0923589618
3935868,Holiday Valley,Ohio,39,630,57,-83.9620170013,39.8535980215
3935882,Holland,Ohio,39,795,47,-83.7082276819,41.6192495411
3935896,Hollansburg,Ohio,39,146,47,-84.7930090106,39.9984929022
3935924,Holloway,Ohio,39,732,47,-81.1312766551,40.1621268137
3935994,Holmesville,Ohio,39,408,47,-81.9233262905,40.628992784
3936176,Homeworth,Ohio,39,331,57,-81.0649426672,40.8357465809
3936232,Hooven,Ohio,39,513,57,-84.7630276524,39.1864266478
3936260,Hopedale,Ohio,39,671,47,-80.8954743105,40.3264681264
3936512,Howard,Ohio,39,187,57,-82.3274146334,40.4093199238
3936557,Howland Center,Ohio,39,2834,57,-80.744329799,41.248324578
3936568,Hoytville,Ohio,39,259,47,-83.7843693944,41.1900034276
3936582,Hubbard,Ohio,39,3867,25,-80.5682289593,41.1593477199
3936610,Huber Heights,Ohio,39,18026,25,-84.1130979179,39.8594796438
3936624,Huber Ridge,Ohio,39,1615,57,-82.9172532159,40.0909716651
3936651,Hudson,Ohio,39,9546,25,-81.4407939255,41.2398421098
3936806,Hunter,Ohio,39,1002,57,-84.2902546721,39.4947331048
3936918,Hunting Valley,Ohio,39,468,47,-81.4107668611,41.4802275028
3936988,Huntsville,Ohio,39,284,47,-83.8045033524,40.4422996243
3937016,Huron,Ohio,39,4268,25,-82.5623108568,41.397207853
3937142,Iberia,Ohio,39,364,57,-82.8402289925,40.6747192527
3937240,Independence,Ohio,39,3981,25,-81.6384840564,41.3779962128
3937422,Irondale,Ohio,39,510,47,-80.7259520999,40.5728008156
3937464,Ironton,Ohio,39,7591,25,-82.6772911627,38.5317238736
3937604,Ithaca,Ohio,39,54,47,-84.5533320438,39.9377367019
3937842,Jackson,Ohio,39,4751,25,-82.6494204635,39.046000144
3938220,Jackson Center,Ohio,39,1044,47,-84.0404715279,40.4385019841
3938304,Jacksonville,Ohio,39,438,47,-82.0798300494,39.4761530391
3938374,Jamestown,Ohio,39,1276,47,-83.7421849287,39.6599004255
3938500,Jefferson,Ohio,39,1608,47,-80.768946436,41.7383599874
3938920,Jeffersonville,Ohio,39,696,47,-83.5549918841,39.652164034
3938948,Jenera,Ohio,39,153,47,-83.7270632756,40.8995000589
3939060,Jeromesville,Ohio,39,362,47,-82.1964084349,40.8037457619
3939074,Jerry City,Ohio,39,425,47,-83.6023085923,41.2536864992
3939130,Jerusalem,Ohio,39,157,47,-81.0959226673,39.8518847151
3939172,Jewett,Ohio,39,609,47,-81.0030025329,40.3680600905
3939340,Johnstown,Ohio,39,2471,47,-82.6880573844,40.1499255685
3939508,Junction City,Ohio,39,663,47,-82.2997798483,39.7216752379
3939536,Kalida,Ohio,39,930,47,-84.1951398983,40.9849842604
3939564,Kanauga,Ohio,39,252,57,-82.1494637942,38.8412093003
3939662,Kelleys Island,Ohio,39,1948,47,-82.7028418354,41.6033657775
3939872,Kent,Ohio,39,7232,25,-81.3610053108,41.1490462733
3939886,Kenton,Ohio,39,5357,25,-83.6099189559,40.6446417742
3939914,Kenwood,Ohio,39,3121,57,-84.3745035478,39.2067406846
3940040,Kettering,Ohio,39,24386,25,-84.1495796222,39.6956575258
3940054,Kettlersville,Ohio,39,155,47,-84.2597632597,40.4389450986
3940096,Kidron,Ohio,39,479,57,-81.7467261575,40.7439962732
3940124,Kilbourne,Ohio,39,120,57,-82.9592378463,40.3323043022
3940180,Killbuck,Ohio,39,560,47,-81.9824950792,40.4961235364
3940264,Kimbolton,Ohio,39,153,57,-81.5758349865,40.1508570952
3940348,Kings Mills,Ohio,39,683,57,-84.2504768479,39.3583902158
3940376,Kingston,Ohio,39,586,47,-82.9120080258,39.4722790428
3940507,Kinsman Center,Ohio,39,512,57,-80.5854300416,41.4544224596
3940544,Kipton,Ohio,39,256,47,-82.3039101172,41.2664980188
3940558,Kirby,Ohio,39,156,47,-83.4194079404,40.8134927932
3940572,Kirkersville,Ohio,39,270,47,-82.5985168253,39.9500211968
3940642,Kirtland,Ohio,39,3177,25,-81.3406237488,41.5968950659
3940670,Kirtland Hills,Ohio,39,421,47,-81.3192798956,41.6361984625
3941090,La Croft,Ohio,39,1605,57,-80.5997812259,40.6468262868
3941118,Lafayette,Ohio,39,231,47,-83.9499215388,40.7589113934
3941146,Lafayette,Ohio,39,166,57,-83.405526882,39.9407876522
3941188,Lafferty,Ohio,39,404,57,-81.0189304269,40.1142489595
3941230,LaGrange,Ohio,39,1196,47,-82.1181378564,41.2400362632
3941349,Lake Buckhorn,Ohio,39,1660,57,-81.9081613737,40.4744282768
3941363,Lake Darby,Ohio,39,1643,57,-83.2243464979,39.9605015315
3941373,Lake Lakengren,Ohio,39,1884,57,-84.6899704814,39.689373796
3941398,Lakeline,Ohio,39,122,47,-81.4545200668,41.6595042977
3941419,Lake Lorelei,Ohio,39,1830,57,-83.9715044011,39.1875341406
3941440,Lake Milton,Ohio,39,1075,57,-80.9811903896,41.0960733433
3941443,Lake Mohawk,Ohio,39,1802,57,-81.1928310344,40.6607275273
3941454,Lakemore,Ohio,39,1937,47,-81.4264002404,41.0214183167
3941500,Lake Seneca,Ohio,39,1317,57,-84.6515933787,41.6695229857
3941597,Lake Tomahawk,Ohio,39,923,57,-80.5951778703,40.7638235373
3941608,Lakeview,Ohio,39,822,47,-83.9266075769,40.4874613567
3941657,Lake Waynoka,Ohio,39,4151,57,-83.7786511098,38.9401285949
3941664,Lakewood,Ohio,39,17996,25,-81.8015701006,41.4846547469
3941720,Lancaster,Ohio,39,17632,25,-82.6048755504,39.7248655034
3941755,Landen,Ohio,39,2767,57,-84.2766840717,39.3154488039
3941860,Lansing,Ohio,39,495,57,-80.7919254865,40.0758795305
3941902,La Rue,Ohio,39,456,47,-83.3821245817,40.5781022837
3941986,Latty,Ohio,39,236,47,-84.5831742176,41.0878735356
3942028,Laura,Ohio,39,278,47,-84.408449358,39.9950855722
3942084,Laurelville,Ohio,39,253,47,-82.7373550423,39.4719608492
3942308,Leavittsburg,Ohio,39,1475,57,-80.8788325717,41.2451995693
3942364,Lebanon,Ohio,39,7584,25,-84.2135477896,39.4251078115
3942476,Leesburg,Ohio,39,733,47,-83.551948916,39.3418313722
3942518,Leesville,Ohio,39,227,47,-81.2095803946,40.4520565687
3942560,Leetonia,Ohio,39,1556,47,-80.7623562217,40.8785365124
3942602,Leipsic,Ohio,39,1381,47,-83.9675417513,41.1093418112
3942938,Lewisburg,Ohio,39,930,47,-84.5434442164,39.8507667848
3942966,Lewistown,Ohio,39,137,57,-83.8846274341,40.4237522371
3942980,Lewisville,Ohio,39,183,47,-81.218243675,39.7670778402
3942994,Lexington,Ohio,39,2209,47,-82.5793909495,40.6799548705
3943414,Liberty Center,Ohio,39,587,47,-84.0077838855,41.4435799907
3943554,Lima,Ohio,39,16914,25,-84.1120799759,40.7409339724
3943596,Limaville,Ohio,39,176,47,-81.1483273254,40.9840651617
3943722,Lincoln Heights,Ohio,39,2046,47,-84.4569174654,39.2434611102
3943792,Lincoln Village,Ohio,39,3820,57,-83.1314782401,39.9531705542
3943904,Lindsey,Ohio,39,307,47,-83.2209930741,41.4216810903
3944030,Lisbon,Ohio,39,1720,47,-80.7627717611,40.7751339108
3944086,Lithopolis,Ohio,39,954,47,-82.8155559689,39.8111760164
3944128,Little Hocking,Ohio,39,262,57,-81.7018868583,39.2606852023
3944310,Lockbourne,Ohio,39,178,47,-82.9837116727,39.8078536265
3944352,Lockington,Ohio,39,193,47,-84.2358602235,40.2075735168
3944366,Lockland,Ohio,39,2112,47,-84.4563533537,39.2277381472
3944604,Lodi,Ohio,39,1215,47,-82.012293019,41.034809447
3944632,Logan,Ohio,39,3671,25,-82.4062551928,39.5385726642
3944636,Logan Elm Village,Ohio,39,389,57,-82.9471153889,39.5704128638
3944674,London,Ohio,39,4494,25,-83.437532402,39.8936231598
3944856,Lorain,Ohio,39,31247,25,-82.1839197823,41.440960148
3944912,Lordstown,Ohio,39,2629,47,-80.8588813961,41.1684494369
3944954,Lore City,Ohio,39,363,47,-81.4600768336,39.9832030417
3945066,Loudonville,Ohio,39,1750,47,-82.232758204,40.6342068035
3945094,Louisville,Ohio,39,4340,25,-81.2642747542,40.8370370156
3945108,Loveland,Ohio,39,5839,25,-84.2729457215,39.2678523642
3945122,Loveland Park,Ohio,39,2279,57,-84.2634354856,39.2943928662
3945164,Lowell,Ohio,39,546,47,-81.5068196946,39.529282462
3945178,Lowellville,Ohio,39,871,47,-80.5463120363,41.0390246966
3945220,Lower Salem,Ohio,39,169,47,-81.3942246129,39.5633837048
3945276,Lucas,Ohio,39,400,47,-82.4222850198,40.7041671282
3945304,Lucasville,Ohio,39,1224,57,-82.9933854648,38.878321846
3945332,Luckey,Ohio,39,794,47,-83.4838676269,41.4524495066
3945374,Ludlow Falls,Ohio,39,143,47,-84.3391967939,39.9980849234
3945542,Lynchburg,Ohio,39,965,47,-83.7882156298,39.2401510664
3945556,Lyndhurst,Ohio,39,6933,25,-81.4922331185,41.5172481831
3945626,Lyons,Ohio,39,363,47,-84.0718007301,41.7003718885
3945696,McArthur,Ohio,39,1059,47,-82.4786785306,39.246591693
3945794,McClure,Ohio,39,409,47,-83.9413692595,41.3709739724
3945808,McComb,Ohio,39,856,47,-83.7898049509,41.106775521
3945822,McConnelsville,Ohio,39,1381,47,-81.8466960302,39.6567612184
3945892,McCutchenville,Ohio,39,368,57,-83.2546690337,40.9943277566
3945906,McDermott,Ohio,39,397,57,-83.0584867123,38.8343685154
3945934,McDonald,Ohio,39,1885,47,-80.723101292,41.1633847839
3945976,Macedonia,Ohio,39,5442,25,-81.499026495,41.3146754881
3946046,McGuffey,Ohio,39,454,47,-83.7860039537,40.6925994877
3946088,Mack,Ohio,39,5198,57,-84.6791626159,39.1501455351
3946144,McKinley Heights,Ohio,39,1604,57,-80.7178393338,41.1859611354
3946158,Macksburg,Ohio,39,254,47,-81.4562158828,39.6314493356
3946312,Madeira,Ohio,39,4433,25,-84.3732763728,39.1854999615
3946480,Madison,Ohio,39,1680,47,-81.0529827861,41.7722593204
3946830,Magnetic Springs,Ohio,39,258,47,-83.2626516142,40.3533665402
3946844,Magnolia,Ohio,39,609,47,-81.2916817753,40.6531922254
3946872,Maineville,Ohio,39,582,47,-84.1984614382,39.3124858631
3946942,Malinta,Ohio,39,207,47,-84.0353600605,41.3195927776
3946970,Malta,Ohio,39,607,47,-81.8641661612,39.6516099412
3946998,Malvern,Ohio,39,833,47,-81.1815437698,40.6896525654
3947012,Manchester,Ohio,39,1269,47,-83.6055698872,38.6900326539
3947138,Mansfield,Ohio,39,25090,25,-82.5274933157,40.7656142851
3947180,Mantua,Ohio,39,699,47,-81.2222757178,41.2819290679
3947306,Maple Heights,Ohio,39,11770,25,-81.562526697,41.4093666544
3947362,Maple Ridge,Ohio,39,1015,57,-81.0468127227,40.9142861586
3947445,Maplewood Park,Ohio,39,1457,57,-80.5796999769,41.1392170987
3947474,Marble Cliff,Ohio,39,287,47,-83.0614432621,39.9856943413
3947502,Marblehead,Ohio,39,1890,47,-82.7263090333,41.5235358815
3947600,Mariemont,Ohio,39,1816,47,-84.3783151917,39.1428612548
3947628,Marietta,Ohio,39,12954,25,-81.4465255566,39.4240817943
3947754,Marion,Ohio,39,14893,25,-83.1236314301,40.5933012069
3947922,Marlboro,Ohio,39,207,57,-81.2165171748,40.9504813937
3947950,Marne,Ohio,39,351,57,-82.3090477561,40.072517791
3947992,Marseilles,Ohio,39,156,47,-83.3923418454,40.7009734986
3948048,Marshallville,Ohio,39,422,47,-81.7327650738,40.8998851235
3948104,Martins Ferry,Ohio,39,4429,25,-80.7252487876,40.1018869296
3948118,Martinsville,Ohio,39,354,47,-83.8108510617,39.3224238181
3948160,Marysville,Ohio,39,8226,25,-83.3593335008,40.2276140682
3948188,Mason,Ohio,39,13573,25,-84.3022558671,39.3572147459
3948244,Massillon,Ohio,39,17316,25,-81.5254922994,40.7839071841
3948272,Masury,Ohio,39,1644,57,-80.5378514389,41.2082913029
3948286,Matamoras,Ohio,39,543,47,-81.0685194974,39.5203305994
3948342,Maumee,Ohio,39,6741,25,-83.663552635,41.5696178114
3948468,Mayfield,Ohio,39,1486,47,-81.4367900758,41.5501053782
3948482,Mayfield Heights,Ohio,39,6759,25,-81.4534104711,41.5174498113
3948706,Mechanicsburg,Ohio,39,1007,47,-83.5564256067,40.0734661778
3948790,Medina,Ohio,39,9676,25,-81.8693095903,41.1358470938
3948972,Melmore,Ohio,39,177,57,-83.1049776509,41.0261554463
3949000,Melrose,Ohio,39,383,47,-84.4200346421,41.0887190662
3949042,Mendon,Ohio,39,433,47,-84.5175654024,40.6733110486
3949056,Mentor,Ohio,39,22990,25,-81.3361589295,41.6894139569
3949098,Mentor-on-the-Lake,Ohio,39,3391,25,-81.3650517676,41.7134921878
3949238,Metamora,Ohio,39,336,47,-83.9053991195,41.7112753287
3949294,Meyers Lake,Ohio,39,586,47,-81.4164615393,40.8158536648
3949420,Miami Heights,Ohio,39,2161,57,-84.7149475512,39.1688408981
3949434,Miamisburg,Ohio,39,9469,25,-84.2724634148,39.6323150447
3949462,Miamitown,Ohio,39,421,57,-84.7095591632,39.2170582156
3949504,Miamiville,Ohio,39,220,57,-84.3000818526,39.212305641
3949644,Middleburg Heights,Ohio,39,6813,25,-81.8150856671,41.3695250639
3949700,Middlefield,Ohio,39,1413,47,-81.0734657174,41.4604435227
3949728,Middle Point,Ohio,39,377,47,-84.4462602917,40.8558628331
3949756,Middleport,Ohio,39,2574,47,-82.0642955964,38.9948484408
3949840,Middletown,Ohio,39,25146,25,-84.3658757296,39.5032433605
3949896,Midland,Ohio,39,216,47,-83.9104025627,39.3067608287
3949966,Midvale,Ohio,39,517,47,-81.3701090287,40.4358408386
3950036,Mifflin,Ohio,39,124,47,-82.3638581909,40.7734613813
3950134,Milan,Ohio,39,732,47,-82.5994046635,41.2881281835
3950176,Milford,Ohio,39,3227,25,-84.2810354026,39.1700260052
3950218,Milford Center,Ohio,39,492,47,-83.4381433086,40.1790799244
3950260,Millbury,Ohio,39,734,47,-83.4255160971,41.5647313056
3950358,Miller City,Ohio,39,208,47,-84.130902034,41.103475402
3950372,Millersburg,Ohio,39,2138,47,-81.9170123578,40.5533819432
3950400,Millersport,Ohio,39,746,47,-82.5389708639,39.8982359031
3950456,Millfield,Ohio,39,350,57,-82.0948746849,39.4340379083
3950540,Millville,Ohio,39,408,47,-84.6529030534,39.3923768418
3950708,Milton Center,Ohio,39,218,47,-83.8296610465,41.3007392986
3950764,Mineral City,Ohio,39,583,47,-81.3609499844,40.6017537699
3950778,Mineral Ridge,Ohio,39,1821,57,-80.7659447039,41.1387733701
3950834,Minerva,Ohio,39,2294,47,-81.1022221659,40.7306744246
3950862,Minerva Park,Ohio,39,701,47,-82.9421414607,40.0777304549
3950876,Minford,Ohio,39,479,57,-82.855192117,38.8618748861
3950904,Mingo Junction,Ohio,39,2795,47,-80.6174127173,40.3245176004
3950918,Minster,Ohio,39,2040,47,-84.3787273307,40.395797252
3950974,Mitiwanga,Ohio,39,257,57,-82.4659077843,41.381238721
3951058,Mogadore,Ohio,39,2079,47,-81.3993585957,41.0519702483
3951212,Monfort Heights,Ohio,39,6308,57,-84.6074878597,39.1823013252
3951310,Monroe,Ohio,39,6121,25,-84.366583539,39.4460813808
3951618,Monroeville,Ohio,39,935,47,-82.7019460924,41.2440529768
3951674,Montezuma,Ohio,39,174,47,-84.5496004007,40.4891162959
3951716,Montgomery,Ohio,39,4805,25,-84.345746089,39.2493263772
3951772,Montpelier,Ohio,39,2446,47,-84.597011535,41.5816475763
3951816,Montrose-Ghent,Ohio,39,2693,57,-81.6437742152,41.1537992066
3952010,Moraine,Ohio,39,3865,25,-84.2458329037,39.6983029489
3952052,Moreland Hills,Ohio,39,1686,47,-81.42930663,41.4422324347
3952178,Morgandale,Ohio,39,1857,57,-80.7957729677,41.2669817484
3952276,Morral,Ohio,39,304,47,-83.2097854073,40.6913519483
3952374,Morrow,Ohio,39,996,47,-84.1231275476,39.3498964473
3952416,Moscow,Ohio,39,300,47,-84.2280861745,38.8601702553
3952598,Mount Blanchard,Ohio,39,325,47,-83.5568446845,40.8985202924
3952612,Mount Carmel,Ohio,39,1897,57,-84.2994822566,39.0978665486
3952668,Mount Cory,Ohio,39,165,47,-83.8234673168,40.9347983643
3952738,Mount Gilead,Ohio,39,1972,47,-82.8279144176,40.5532354246
3952752,Mount Healthy,Ohio,39,2685,25,-84.5474899213,39.2337323489
3952780,Mount Healthy Heights,Ohio,39,1627,57,-84.5691760966,39.2701403866
3952906,Mount Orab,Ohio,39,2249,47,-83.9266668479,39.0292996848
3952976,Mount Pleasant,Ohio,39,480,47,-80.7996538542,40.1758935052
3953032,Mount Repose,Ohio,39,1875,57,-84.219867556,39.190735683
3953046,Mount Sterling,Ohio,39,993,47,-83.2734575993,39.7133935329
3953102,Mount Vernon,Ohio,39,8579,25,-82.473227079,40.3853864192
3953144,Mount Victory,Ohio,39,588,47,-83.5202751016,40.5335131538
3953186,Mowrystown,Ohio,39,332,47,-83.7518175741,39.0405598524
3953270,Mulberry,Ohio,39,1958,57,-84.2510933853,39.1975408023
3953312,Munroe Falls,Ohio,39,2209,25,-81.4343539666,41.1385352794
3953410,Murray City,Ohio,39,350,47,-82.1678064406,39.509647573
3953480,Mutual,Ohio,39,98,47,-83.6368555869,40.079431556
3953550,Napoleon,Ohio,39,4082,25,-84.1244210841,41.3977818485
3953690,Navarre,Ohio,39,1130,47,-81.5129862248,40.7259457028
3953718,Neapolis,Ohio,39,263,57,-83.8747085145,41.4906151694
3953788,Neffs,Ohio,39,936,57,-80.8170957888,40.0320321209
3953802,Negley,Ohio,39,296,57,-80.5358799799,40.7927448191
3953816,Nellie,Ohio,39,125,47,-82.0707441218,40.338507055
3953886,Nelsonville,Ohio,39,3288,25,-82.2218521855,39.455976478
3953914,Nettle Lake,Ohio,39,750,57,-84.7270449809,41.6785934985
3953942,Nevada,Ohio,39,591,47,-83.1311889079,40.8187772808
3953956,Neville,Ohio,39,402,47,-84.2115405322,38.8122631453
3953970,New Albany,Ohio,39,4424,25,-82.7897145113,40.0808767731
3954012,New Alexandria,Ohio,39,210,47,-80.6751284369,40.2915867635
3954040,Newark,Ohio,39,20638,25,-82.4249499314,40.0705494303
3954068,New Athens,Ohio,39,268,47,-80.994834513,40.1845388384
3954082,New Baltimore,Ohio,39,692,57,-84.6704625398,39.2743049715
3954110,New Bavaria,Ohio,39,94,47,-84.1672064769,41.2036453988
3954166,New Boston,Ohio,39,1305,47,-82.9351187488,38.7517107419
3954194,New Bremen,Ohio,39,1718,47,-84.3776973007,40.4347781894
3954250,Newburgh Heights,Ohio,39,941,47,-81.6627140884,41.450947534
3954264,New Burlington,Ohio,39,2259,57,-84.5517876217,39.262306813
3954320,New California,Ohio,39,948,57,-83.2372563868,40.1502868814
3954334,New Carlisle,Ohio,39,2402,25,-84.0255112572,39.9448875994
3954432,Newcomerstown,Ohio,39,2348,47,-81.5947811838,40.2761432582
3954446,New Concord,Ohio,39,830,47,-81.737918745,39.9948848926
3954562,New Franklin,Ohio,39,7112,25,-81.583873699,40.9524902789
3954628,New Hampshire,Ohio,39,132,57,-83.9531839638,40.5539685006
3954684,New Haven,Ohio,39,275,57,-84.7445817817,39.2772519785
3954698,New Haven,Ohio,39,300,57,-82.68141089,41.0305939659
3954726,New Holland,Ohio,39,549,47,-83.2594989082,39.554456727
3954838,New Knoxville,Ohio,39,572,47,-84.316402749,40.4942390223
3954852,New Lebanon,Ohio,39,1814,47,-84.3942492525,39.744041102
3954866,New Lexington,Ohio,39,2829,47,-82.2079931261,39.7160139965
3954908,New London,Ohio,39,1555,47,-82.4066194189,41.0796240315
3954978,New Madison,Ohio,39,433,47,-84.708064543,39.9677897113
3955062,New Marshfield,Ohio,39,296,57,-82.2165255184,39.3253967025
3955104,New Miami,Ohio,39,1313,47,-84.5398974319,39.4318553195
3955118,New Middletown,Ohio,39,794,47,-80.5597231567,40.9647502281
3955188,New Paris,Ohio,39,795,47,-84.7922039734,39.8565006587
3955216,New Philadelphia,Ohio,39,8484,25,-81.4401035594,40.4860824998
3955244,New Pittsburg,Ohio,39,205,57,-82.0989404261,40.8416077422
3955314,Newport,Ohio,39,231,57,-84.369177536,40.2950367612
3955342,Newport,Ohio,39,780,57,-81.2247665102,39.3965487922
3955384,New Richmond,Ohio,39,2337,47,-84.2785104261,38.9623905649
3955398,New Riegel,Ohio,39,193,47,-83.3190083568,41.0518862586
3955650,Newton Falls,Ohio,39,3093,47,-80.9701267461,41.1886134309
3955664,Newtonsville,Ohio,39,195,47,-84.089591373,39.1810666234
3955678,Newtown,Ohio,39,1585,47,-84.3513559153,39.1240747148
3955748,New Vienna,Ohio,39,642,47,-83.6936755471,39.3256035686
3955776,New Washington,Ohio,39,834,47,-82.8547360246,40.9605026233
3955790,New Waterford,Ohio,39,689,47,-80.6190228336,40.8480104931
3955818,New Weston,Ohio,39,102,47,-84.6436095284,40.3370241701
3955874,Ney,Ohio,39,246,47,-84.52115742,41.3806195883
3955916,Niles,Ohio,39,9122,25,-80.7531374448,41.187693216
3956154,North Baltimore,Ohio,39,2494,47,-83.6701670009,41.1798863642
3956182,North Bend,Ohio,39,994,47,-84.7397385044,39.1506368964
3956280,Northbrook,Ohio,39,4327,57,-84.5795094013,39.2466372317
3956294,North Canton,Ohio,39,7734,25,-81.3970844454,40.8742499351
3956322,North College Hill,Ohio,39,5319,25,-84.55177113,39.2173344849
3956420,North Fairfield,Ohio,39,323,47,-82.6137378951,41.104478491
3956448,Northfield,Ohio,39,1922,47,-81.5285473437,41.3425348096
3956553,Northgate,Ohio,39,3084,57,-84.5942248833,39.2531334624
3956588,North Hampton,Ohio,39,280,47,-83.9442940684,39.9886126616
3956700,North Kingsville,Ohio,39,3128,47,-80.6722754376,41.9188315986
3956756,North Lawrence,Ohio,39,340,57,-81.6346022416,40.8416659868
3956770,North Lewisburg,Ohio,39,760,47,-83.5580570227,40.2205189781
3956812,North Madison,Ohio,39,5009,57,-81.0509566328,41.8298142671
3956882,North Olmsted,Ohio,39,13362,25,-81.9190305794,41.4149834693
3956910,North Perry,Ohio,39,559,47,-81.1241359721,41.8002530102
3956924,North Randall,Ohio,39,259,47,-81.5289760987,41.4326429259
3956938,Northridge,Ohio,39,3191,57,-83.7770487537,39.9971371579
