fsid,count,name,state_name,state_fsid,properties,lsad,longitude,latitude
3927930,4.0,Fort Seneca,Ohio,39,145,57,-83.16796809899999,41.204327903
3927944,144.0,Fort Shawnee,Ohio,39,2898,57,-84.1486979905,40.6814347335
3928014,1862.0,Fostoria,Ohio,39,7300,25,-83.4119325021,41.1601619717
3928058,40.0,Four Bridges,Ohio,39,1083,57,-84.3542371366,39.3828071857
3928182,52.0,Frankfort,Ohio,39,714,47,-83.18418166890001,39.4068544025
3928476,502.0,Franklin,Ohio,39,4885,25,-84.2950081007,39.5538293391
3928532,1194.0,Franklin Furnace,Ohio,39,1343,57,-82.8440794991,38.6117034973
3928574,57.0,Frazeysburg,Ohio,39,614,47,-82.11713960979999,40.1182338236
3928616,120.0,Fredericksburg,Ohio,39,348,47,-81.86926684310001,40.6771283883
3928658,97.0,Fredericktown,Ohio,39,1471,47,-82.5486976765,40.4784825634
3928798,24.0,Freeport,Ohio,39,370,47,-81.268724893,40.2109829946
3928826,456.0,Fremont,Ohio,39,7068,25,-83.1146300107,41.3532743086
3928882,26.0,Fresno,Ohio,39,104,57,-81.7386274004,40.330801861
3928896,55.0,Friendship,Ohio,39,318,57,-83.1004658621,38.697975850300004
3928966,66.0,Fruit Hill,Ohio,39,1685,57,-84.36701197720001,39.069815486799996
3929050,2.0,Fulton,Ohio,39,248,47,-82.8284615391,40.4630609217
3929106,504.0,Gahanna,Ohio,39,13056,25,-82.8637569165,40.0251711769
3929148,51.0,Galena,Ohio,39,403,47,-82.8802867309,40.2219416529
3929162,453.0,Galion,Ohio,39,6733,25,-82.77864520600001,40.7382727959
3929204,2038.0,Gallipolis,Ohio,39,2978,47,-82.1932114895,38.818620675
3929246,23.0,Gambier,Ohio,39,363,47,-82.3948287585,40.3763634261
3929288,43.0,Gann,Ohio,39,142,47,-82.19133828140001,40.469194497
3929428,502.0,Garfield Heights,Ohio,39,12920,25,-81.60375643229999,41.4199373682
3929442,137.0,Garrettsville,Ohio,39,1271,47,-81.0932421568,41.2843093547
3929498,115.0,Gates Mills,Ohio,39,1327,47,-81.40995521069999,41.5315281982
3929610,242.0,Geneva,Ohio,39,2840,25,-80.9461522149,41.8006645148
3929652,133.0,Geneva-on-the-Lake,Ohio,39,2225,47,-80.9492287039,41.8562135244
3929722,230.0,Genoa,Ohio,39,1354,47,-83.3615795474,41.520008614
3929778,122.0,Georgetown,Ohio,39,2633,47,-83.8992515691,38.8683397388
3929932,228.0,Germantown,Ohio,39,2994,25,-84.364508345,39.6324574295
3929974,14.0,Gettysburg,Ohio,39,262,47,-84.4963806129,40.1155750641
3930072,36.0,Gibsonburg,Ohio,39,1259,47,-83.3216762519,41.3875289244
3930114,41.0,Gilboa,Ohio,39,190,47,-83.9217017842,41.018772320500005
3930198,195.0,Girard,Ohio,39,6517,25,-80.6961514603,41.1673602853
3930282,37.0,Glandorf,Ohio,39,718,47,-84.07900501600001,41.0278387152
3930352,160.0,Glencoe,Ohio,39,320,57,-80.8814184773,40.0105257337
3930380,37.0,Glendale,Ohio,39,1606,47,-84.457955338,39.2704622805
3930436,31.0,Glenford,Ohio,39,107,47,-82.3195966241,39.8865553536
3930506,129.0,Glenmont,Ohio,39,250,47,-82.0924601043,40.5190754618
3930520,91.0,Glenmoor,Ohio,39,1783,57,-80.6132973453,40.6639237697
3930632,46.0,Glenwillow,Ohio,39,473,47,-81.47280008279999,41.360623313000005
3930660,25.0,Gloria Glens Park,Ohio,39,466,47,-81.90103250189999,41.0578038038
3930674,778.0,Glouster,Ohio,39,1790,47,-82.0842303032,39.5022958714
3930702,87.0,Gnadenhutten,Ohio,39,747,47,-81.4292937209,40.3594708168
3930786,42.0,Golf Manor,Ohio,39,1945,47,-84.4467818579,39.1873565446
3930828,4.0,Good Hope,Ohio,39,149,57,-83.359405338,39.4467203581
3930996,38.0,Goshen,Ohio,39,503,57,-84.1532832343,39.2325263996
3931150,85.0,Grafton,Ohio,39,1517,47,-82.03680741859999,41.2807590117
3931206,210.0,Grand Rapids,Ohio,39,760,47,-83.8679400536,41.4077581701
3931234,72.0,Grand River,Ohio,39,421,47,-81.2846326734,41.741806016999995
3931262,218.0,Grandview,Ohio,39,836,57,-84.7246187928,39.1921268051
3931304,764.0,Grandview Heights,Ohio,39,3075,25,-83.0409153286,39.9793646272
3931402,198.0,Granville,Ohio,39,1916,47,-82.5024008894,40.0646554562
3931434,33.0,Granville South,Ohio,39,611,57,-82.54153357060001,40.0520860701
3931458,7.0,Gratiot,Ohio,39,151,47,-82.2167797972,39.9514954265
3931472,21.0,Gratis,Ohio,39,513,47,-84.5286112742,39.6484146257
3931860,523.0,Green,Ohio,39,11811,25,-81.4756543378,40.9483531317
3931948,50.0,Green Camp,Ohio,39,272,47,-83.20761298,40.5320163958
3932088,91.0,Greenfield,Ohio,39,2705,47,-83.388408407,39.353551681599996
3932158,33.0,Greenhills,Ohio,39,1684,47,-84.5191805763,39.2668951458
3932207,35.0,Green Meadows,Ohio,39,947,57,-83.9452980148,39.8672203658
3932256,43.0,Green Springs,Ohio,39,712,47,-83.0529734404,41.256895829099996
3932298,52.0,Greentown,Ohio,39,1667,57,-81.4020458909,40.9273810202
3932340,183.0,Greenville,Ohio,39,5820,25,-84.6208853883,40.1042086218
3932368,103.0,Greenwich,Ohio,39,1058,47,-82.5198505799,41.031768430300005
3932536,109.0,Groesbeck,Ohio,39,3294,57,-84.5969793871,39.2292248872
3932592,364.0,Grove City,Ohio,39,15460,25,-83.06937990770001,39.866043262199995
3932606,147.0,Groveport,Ohio,39,2641,25,-82.8978097781,39.8585847541
3932956,113.0,Hamden,Ohio,39,890,47,-82.5242993016,39.159116468200004
3932984,7.0,Hamersville,Ohio,39,413,47,-83.9854477176,38.9190595352
3933012,1702.0,Hamilton,Ohio,39,31611,25,-84.5652498256,39.393836770300005
3933096,222.0,Hamler,Ohio,39,375,47,-84.0355099536,41.2280832465
3933194,367.0,Hanging Rock,Ohio,39,502,47,-82.7275078624,38.5599674942
3933222,210.0,Hannibal,Ohio,39,414,57,-80.8741055345,39.6717693883
3933292,78.0,Hanover,Ohio,39,593,47,-82.2759677701,40.0824736713
3933306,140.0,Hanoverton,Ohio,39,395,47,-80.9354875818,40.7546944872
3933362,129.0,Harbor Hills,Ohio,39,2005,57,-82.434312581,39.9366017431
3933656,9.0,Harpster,Ohio,39,204,47,-83.25017832729999,40.738429857199996
3933740,23.0,Harrisburg,Ohio,39,197,47,-83.1684098849,39.810706784699995
3933838,339.0,Harrison,Ohio,39,5292,25,-84.7883107506,39.2571059148
3934118,67.0,Harrod,Ohio,39,267,47,-83.92134484420001,40.7074926836
3934202,12.0,Hartford,Ohio,39,226,47,-82.6883820343,40.2395446674
3934328,76.0,Hartville,Ohio,39,1629,47,-81.33483601340001,40.961751905199996
3934384,8.0,Harveysburg,Ohio,39,431,47,-83.9984878232,39.5021829441
3934412,7.0,Haskins,Ohio,39,640,47,-83.7043045218,41.464805122399994
3934552,1.0,Haviland,Ohio,39,3,47,-84.58529397689999,41.017788655100006
3934594,16.0,Haydenville,Ohio,39,192,57,-82.3238050317,39.480808909699995
3934636,3.0,Hayesville,Ohio,39,373,47,-82.2596175217,40.7752144277
3934748,382.0,Heath,Ohio,39,3964,25,-82.4411050757,40.0241373598
3934790,161.0,Hebron,Ohio,39,1145,47,-82.4898302866,39.964402667600005
3934888,55.0,Hemlock,Ohio,39,271,47,-82.1544739257,39.5904611451
3935028,113.0,Hessville,Ohio,39,158,57,-83.2430693854,41.4030573976
3935098,192.0,Hicksville,Ohio,39,2362,47,-84.7647366078,41.294386785
3935126,159.0,Hide-A-Way Hills,Ohio,39,1734,57,-82.4659699186,39.655122261
3935168,217.0,Higginsport,Ohio,39,267,47,-83.96730276,38.790023745700005
3935210,6.0,Highland,Ohio,39,167,47,-83.6000788086,39.3439457486
3935252,68.0,Highland Heights,Ohio,39,3852,25,-81.46912607600001,41.5517841646
3935255,7.0,Highland Hills,Ohio,39,228,47,-81.5190662892,41.4506881342
3935256,17.0,Highland Holiday,Ohio,39,498,57,-83.47032750439999,39.194918235
3935322,63.0,Highpoint,Ohio,39,1593,57,-84.3471314857,39.2891761225
3935476,217.0,Hilliard,Ohio,39,11579,25,-83.157782247,40.035193847399995
3935532,15.0,Hills and Dales,Ohio,39,154,47,-81.4439523018,40.8289351252
3935560,98.0,Hillsboro,Ohio,39,3845,25,-83.6111614657,39.2123197611
3935613,12.0,Hilltop,Ohio,39,1306,57,-80.7418117067,41.1643547937
3935658,6.0,Hiram,Ohio,39,306,47,-81.1428680822,41.311453559499995
3935826,168.0,Hockingport,Ohio,39,256,57,-81.7491710977,39.1908375419
3935854,105.0,Holgate,Ohio,39,680,47,-84.1292457659,41.2492888383
3935864,2.0,Holiday City,Ohio,39,68,47,-84.5388843188,41.6177802981
3935866,51.0,Holiday Lakes,Ohio,39,1381,57,-82.72911017189999,41.092358961799995
3935868,100.0,Holiday Valley,Ohio,39,630,57,-83.9620170013,39.8535980215
3935882,226.0,Holland,Ohio,39,795,47,-83.7082276819,41.619249541100004
3935896,1.0,Hollansburg,Ohio,39,146,47,-84.7930090106,39.9984929022
3935924,319.0,Holloway,Ohio,39,732,47,-81.1312766551,40.1621268137
3935994,17.0,Holmesville,Ohio,39,408,47,-81.9233262905,40.628992784
3936176,41.0,Homeworth,Ohio,39,331,57,-81.0649426672,40.8357465809
3936232,57.0,Hooven,Ohio,39,513,57,-84.7630276524,39.186426647800005
3936260,54.0,Hopedale,Ohio,39,671,47,-80.8954743105,40.3264681264
3936512,4.0,Howard,Ohio,39,187,57,-82.3274146334,40.4093199238
3936557,53.0,Howland Center,Ohio,39,2834,57,-80.744329799,41.248324578
3936568,10.0,Hoytville,Ohio,39,259,47,-83.7843693944,41.190003427600004
3936582,123.0,Hubbard,Ohio,39,3867,25,-80.5682289593,41.1593477199
3936610,502.0,Huber Heights,Ohio,39,18026,25,-84.1130979179,39.8594796438
3936624,47.0,Huber Ridge,Ohio,39,1615,57,-82.9172532159,40.0909716651
3936651,279.0,Hudson,Ohio,39,9546,25,-81.4407939255,41.2398421098
3936806,22.0,Hunter,Ohio,39,1002,57,-84.2902546721,39.4947331048
3936918,41.0,Hunting Valley,Ohio,39,468,47,-81.4107668611,41.480227502800005
3936988,57.0,Huntsville,Ohio,39,284,47,-83.8045033524,40.4422996243
3937016,248.0,Huron,Ohio,39,4268,25,-82.5623108568,41.397207853000005
3937142,34.0,Iberia,Ohio,39,364,57,-82.8402289925,40.6747192527
3937240,298.0,Independence,Ohio,39,3981,25,-81.6384840564,41.3779962128
3937422,272.0,Irondale,Ohio,39,510,47,-80.7259520999,40.5728008156
3937464,1437.0,Ironton,Ohio,39,7591,25,-82.6772911627,38.5317238736
3937604,7.0,Ithaca,Ohio,39,54,47,-84.5533320438,39.9377367019
3937842,815.0,Jackson,Ohio,39,4751,25,-82.64942046350001,39.046000144000004
3938220,73.0,Jackson Center,Ohio,39,1044,47,-84.0404715279,40.4385019841
3938304,154.0,Jacksonville,Ohio,39,438,47,-82.0798300494,39.4761530391
3938374,99.0,Jamestown,Ohio,39,1276,47,-83.7421849287,39.659900425500005
3938500,61.0,Jefferson,Ohio,39,1608,47,-80.76894643600001,41.738359987399996
3938920,95.0,Jeffersonville,Ohio,39,696,47,-83.5549918841,39.652164034
3938948,19.0,Jenera,Ohio,39,153,47,-83.7270632756,40.899500058899996
3939060,12.0,Jeromesville,Ohio,39,362,47,-82.1964084349,40.803745761900004
3939074,37.0,Jerry City,Ohio,39,425,47,-83.60230859229999,41.2536864992
3939130,7.0,Jerusalem,Ohio,39,157,47,-81.0959226673,39.8518847151
3939172,319.0,Jewett,Ohio,39,609,47,-81.0030025329,40.3680600905
3939340,86.0,Johnstown,Ohio,39,2471,47,-82.6880573844,40.1499255685
3939508,83.0,Junction City,Ohio,39,663,47,-82.2997798483,39.7216752379
3939536,50.0,Kalida,Ohio,39,930,47,-84.1951398983,40.9849842604
3939564,252.0,Kanauga,Ohio,39,252,57,-82.1494637942,38.8412093003
3939662,20.0,Kelleys Island,Ohio,39,1948,47,-82.7028418354,41.6033657775
3939872,301.0,Kent,Ohio,39,7232,25,-81.3610053108,41.1490462733
3939886,575.0,Kenton,Ohio,39,5357,25,-83.6099189559,40.644641774200004
3939914,134.0,Kenwood,Ohio,39,3121,57,-84.3745035478,39.2067406846
3940040,973.0,Kettering,Ohio,39,24386,25,-84.14957962220001,39.6956575258
3940054,3.0,Kettlersville,Ohio,39,155,47,-84.25976325970001,40.4389450986
3940096,31.0,Kidron,Ohio,39,479,57,-81.7467261575,40.743996273200004
3940124,5.0,Kilbourne,Ohio,39,120,57,-82.9592378463,40.3323043022
3940180,102.0,Killbuck,Ohio,39,560,47,-81.9824950792,40.4961235364
3940264,15.0,Kimbolton,Ohio,39,153,57,-81.5758349865,40.1508570952
3940348,9.0,Kings Mills,Ohio,39,683,57,-84.2504768479,39.3583902158
3940376,5.0,Kingston,Ohio,39,586,47,-82.9120080258,39.472279042800004
3940507,42.0,Kinsman Center,Ohio,39,512,57,-80.58543004159999,41.4544224596
3940544,12.0,Kipton,Ohio,39,256,47,-82.3039101172,41.2664980188
3940558,7.0,Kirby,Ohio,39,156,47,-83.4194079404,40.8134927932
3940572,12.0,Kirkersville,Ohio,39,270,47,-82.5985168253,39.9500211968
3940642,159.0,Kirtland,Ohio,39,3177,25,-81.3406237488,41.5968950659
3940670,33.0,Kirtland Hills,Ohio,39,421,47,-81.3192798956,41.6361984625
3941090,10.0,La Croft,Ohio,39,1605,57,-80.5997812259,40.6468262868
3941118,22.0,Lafayette,Ohio,39,231,47,-83.9499215388,40.7589113934
3941146,10.0,Lafayette,Ohio,39,166,57,-83.405526882,39.9407876522
3941188,93.0,Lafferty,Ohio,39,404,57,-81.0189304269,40.114248959499996
3941230,75.0,LaGrange,Ohio,39,1196,47,-82.1181378564,41.240036263200004
3941349,42.0,Lake Buckhorn,Ohio,39,1660,57,-81.9081613737,40.4744282768
3941363,23.0,Lake Darby,Ohio,39,1643,57,-83.2243464979,39.9605015315
3941373,38.0,Lake Lakengren,Ohio,39,1884,57,-84.68997048140001,39.689373796
3941398,17.0,Lakeline,Ohio,39,122,47,-81.4545200668,41.659504297699996
3941419,46.0,Lake Lorelei,Ohio,39,1830,57,-83.97150440109999,39.1875341406
3941440,104.0,Lake Milton,Ohio,39,1075,57,-80.9811903896,41.0960733433
3941443,62.0,Lake Mohawk,Ohio,39,1802,57,-81.1928310344,40.6607275273
3941454,261.0,Lakemore,Ohio,39,1937,47,-81.4264002404,41.0214183167
3941500,55.0,Lake Seneca,Ohio,39,1317,57,-84.6515933787,41.6695229857
3941597,61.0,Lake Tomahawk,Ohio,39,923,57,-80.59517787029999,40.7638235373
3941608,149.0,Lakeview,Ohio,39,822,47,-83.9266075769,40.4874613567
3941657,158.0,Lake Waynoka,Ohio,39,4151,57,-83.7786511098,38.940128594899996
3941664,172.0,Lakewood,Ohio,39,17996,25,-81.8015701006,41.4846547469
3941720,2815.0,Lancaster,Ohio,39,17632,25,-82.6048755504,39.724865503400004
3941755,41.0,Landen,Ohio,39,2767,57,-84.2766840717,39.3154488039
3941860,149.0,Lansing,Ohio,39,495,57,-80.79192548649999,40.0758795305
3941902,175.0,La Rue,Ohio,39,456,47,-83.3821245817,40.5781022837
3942028,8.0,Laura,Ohio,39,278,47,-84.408449358,39.9950855722
3942084,124.0,Laurelville,Ohio,39,253,47,-82.7373550423,39.4719608492
3942308,479.0,Leavittsburg,Ohio,39,1475,57,-80.8788325717,41.2451995693
3942364,259.0,Lebanon,Ohio,39,7584,25,-84.2135477896,39.4251078115
3942476,52.0,Leesburg,Ohio,39,733,47,-83.551948916,39.3418313722
3942518,14.0,Leesville,Ohio,39,227,47,-81.2095803946,40.4520565687
3942560,161.0,Leetonia,Ohio,39,1556,47,-80.7623562217,40.8785365124
3942602,128.0,Leipsic,Ohio,39,1381,47,-83.9675417513,41.1093418112
3942938,27.0,Lewisburg,Ohio,39,930,47,-84.5434442164,39.8507667848
3942966,2.0,Lewistown,Ohio,39,137,57,-83.8846274341,40.4237522371
3942980,24.0,Lewisville,Ohio,39,183,47,-81.218243675,39.7670778402
3942994,147.0,Lexington,Ohio,39,2209,47,-82.5793909495,40.679954870500005
3943414,63.0,Liberty Center,Ohio,39,587,47,-84.0077838855,41.4435799907
3943554,436.0,Lima,Ohio,39,16914,25,-84.1120799759,40.7409339724
3943596,14.0,Limaville,Ohio,39,176,47,-81.1483273254,40.9840651617
3943722,54.0,Lincoln Heights,Ohio,39,2046,47,-84.4569174654,39.2434611102
3943792,119.0,Lincoln Village,Ohio,39,3820,57,-83.13147824010001,39.9531705542
3943904,83.0,Lindsey,Ohio,39,307,47,-83.2209930741,41.421681090300005
3944030,172.0,Lisbon,Ohio,39,1720,47,-80.7627717611,40.7751339108
3944086,60.0,Lithopolis,Ohio,39,954,47,-82.8155559689,39.8111760164
3944128,46.0,Little Hocking,Ohio,39,262,57,-81.7018868583,39.2606852023
3944310,43.0,Lockbourne,Ohio,39,178,47,-82.98371167270001,39.8078536265
3944352,14.0,Lockington,Ohio,39,193,47,-84.2358602235,40.2075735168
3944366,407.0,Lockland,Ohio,39,2112,47,-84.4563533537,39.2277381472
3944604,100.0,Lodi,Ohio,39,1215,47,-82.012293019,41.034809447
3944632,730.0,Logan,Ohio,39,3671,25,-82.4062551928,39.538572664200004
3944636,27.0,Logan Elm Village,Ohio,39,389,57,-82.9471153889,39.5704128638
3944674,211.0,London,Ohio,39,4494,25,-83.437532402,39.8936231598
3944856,1322.0,Lorain,Ohio,39,31247,25,-82.1839197823,41.440960148
3944912,144.0,Lordstown,Ohio,39,2629,47,-80.8588813961,41.1684494369
3944954,117.0,Lore City,Ohio,39,363,47,-81.4600768336,39.9832030417
3945066,282.0,Loudonville,Ohio,39,1750,47,-82.23275820399999,40.6342068035
3945094,220.0,Louisville,Ohio,39,4340,25,-81.2642747542,40.837037015599996
3945108,472.0,Loveland,Ohio,39,5839,25,-84.2729457215,39.2678523642
3945122,377.0,Loveland Park,Ohio,39,2279,57,-84.2634354856,39.2943928662
3945164,422.0,Lowell,Ohio,39,546,47,-81.5068196946,39.529282462
3945178,42.0,Lowellville,Ohio,39,871,47,-80.5463120363,41.039024696599995
3945220,101.0,Lower Salem,Ohio,39,169,47,-81.3942246129,39.5633837048
3945276,73.0,Lucas,Ohio,39,400,47,-82.4222850198,40.704167128200005
3945304,173.0,Lucasville,Ohio,39,1224,57,-82.9933854648,38.878321846
3945332,2.0,Luckey,Ohio,39,794,47,-83.4838676269,41.4524495066
3945374,3.0,Ludlow Falls,Ohio,39,143,47,-84.3391967939,39.9980849234
3945542,46.0,Lynchburg,Ohio,39,965,47,-83.78821562979999,39.240151066399996
3945556,145.0,Lyndhurst,Ohio,39,6933,25,-81.49223311850001,41.5172481831
3945626,14.0,Lyons,Ohio,39,363,47,-84.07180073010001,41.7003718885
3945696,73.0,McArthur,Ohio,39,1059,47,-82.4786785306,39.246591693
3945794,25.0,McClure,Ohio,39,409,47,-83.9413692595,41.370973972399995
3945808,18.0,McComb,Ohio,39,856,47,-83.7898049509,41.106775520999996
3945822,423.0,McConnelsville,Ohio,39,1381,47,-81.84669603020001,39.6567612184
3945892,37.0,McCutchenville,Ohio,39,368,57,-83.2546690337,40.9943277566
3945906,44.0,McDermott,Ohio,39,397,57,-83.0584867123,38.8343685154
3945934,33.0,McDonald,Ohio,39,1885,47,-80.723101292,41.1633847839
3945976,210.0,Macedonia,Ohio,39,5442,25,-81.499026495,41.3146754881
3946046,126.0,McGuffey,Ohio,39,454,47,-83.7860039537,40.6925994877
3946088,192.0,Mack,Ohio,39,5198,57,-84.6791626159,39.1501455351
3946144,89.0,McKinley Heights,Ohio,39,1604,57,-80.7178393338,41.1859611354
3946158,58.0,Macksburg,Ohio,39,254,47,-81.4562158828,39.6314493356
3946312,211.0,Madeira,Ohio,39,4433,25,-84.37327637279999,39.1854999615
3946480,127.0,Madison,Ohio,39,1680,47,-81.0529827861,41.772259320399996
3946830,16.0,Magnetic Springs,Ohio,39,258,47,-83.2626516142,40.3533665402
3946844,94.0,Magnolia,Ohio,39,609,47,-81.29168177529999,40.6531922254
3946872,19.0,Maineville,Ohio,39,582,47,-84.1984614382,39.3124858631
3946942,61.0,Malinta,Ohio,39,207,47,-84.0353600605,41.3195927776
3946970,314.0,Malta,Ohio,39,607,47,-81.8641661612,39.6516099412
3946998,177.0,Malvern,Ohio,39,833,47,-81.1815437698,40.6896525654
3947012,184.0,Manchester,Ohio,39,1269,47,-83.6055698872,38.6900326539
3947138,1401.0,Mansfield,Ohio,39,25090,25,-82.5274933157,40.7656142851
3947180,69.0,Mantua,Ohio,39,699,47,-81.2222757178,41.2819290679
3947306,321.0,Maple Heights,Ohio,39,11770,25,-81.562526697,41.4093666544
3947362,56.0,Maple Ridge,Ohio,39,1015,57,-81.04681272270001,40.9142861586
3947445,18.0,Maplewood Park,Ohio,39,1457,57,-80.5796999769,41.1392170987
3947474,15.0,Marble Cliff,Ohio,39,287,47,-83.0614432621,39.985694341300004
3947502,1.0,Marblehead,Ohio,39,1890,47,-82.7263090333,41.5235358815
3947600,15.0,Mariemont,Ohio,39,1816,47,-84.3783151917,39.1428612548
3947628,5882.0,Marietta,Ohio,39,12954,25,-81.4465255566,39.4240817943
3947754,539.0,Marion,Ohio,39,14893,25,-83.1236314301,40.5933012069
3947922,6.0,Marlboro,Ohio,39,207,57,-81.21651717479999,40.9504813937
3947950,69.0,Marne,Ohio,39,351,57,-82.3090477561,40.072517790999996
3947992,27.0,Marseilles,Ohio,39,156,47,-83.3923418454,40.7009734986
3948048,7.0,Marshallville,Ohio,39,422,47,-81.7327650738,40.8998851235
3948104,1269.0,Martins Ferry,Ohio,39,4429,25,-80.72524878760001,40.1018869296
3948118,4.0,Martinsville,Ohio,39,354,47,-83.8108510617,39.3224238181
3948160,262.0,Marysville,Ohio,39,8226,25,-83.3593335008,40.227614068200005
3948188,420.0,Mason,Ohio,39,13573,25,-84.3022558671,39.3572147459
3948244,1310.0,Massillon,Ohio,39,17316,25,-81.5254922994,40.783907184099995
3948272,134.0,Masury,Ohio,39,1644,57,-80.5378514389,41.2082913029
3948286,539.0,Matamoras,Ohio,39,543,47,-81.0685194974,39.5203305994
3948342,324.0,Maumee,Ohio,39,6741,25,-83.663552635,41.5696178114
3948468,22.0,Mayfield,Ohio,39,1486,47,-81.4367900758,41.5501053782
3948482,42.0,Mayfield Heights,Ohio,39,6759,25,-81.4534104711,41.517449811300004
3948706,19.0,Mechanicsburg,Ohio,39,1007,47,-83.5564256067,40.0734661778
3948790,312.0,Medina,Ohio,39,9676,25,-81.86930959029999,41.1358470938
3948972,2.0,Melmore,Ohio,39,177,57,-83.1049776509,41.0261554463
3949000,25.0,Melrose,Ohio,39,383,47,-84.4200346421,41.0887190662
3949042,2.0,Mendon,Ohio,39,433,47,-84.5175654024,40.6733110486
3949056,810.0,Mentor,Ohio,39,22990,25,-81.3361589295,41.6894139569
3949098,40.0,Mentor-on-the-Lake,Ohio,39,3391,25,-81.36505176760001,41.7134921878
3949238,53.0,Metamora,Ohio,39,336,47,-83.9053991195,41.7112753287
3949294,15.0,Meyers Lake,Ohio,39,586,47,-81.4164615393,40.8158536648
3949420,63.0,Miami Heights,Ohio,39,2161,57,-84.7149475512,39.1688408981
3949434,1027.0,Miamisburg,Ohio,39,9469,25,-84.2724634148,39.6323150447
3949462,74.0,Miamitown,Ohio,39,421,57,-84.7095591632,39.2170582156
3949504,8.0,Miamiville,Ohio,39,220,57,-84.3000818526,39.212305641
3949644,175.0,Middleburg Heights,Ohio,39,6813,25,-81.8150856671,41.3695250639
3949700,57.0,Middlefield,Ohio,39,1413,47,-81.0734657174,41.4604435227
3949728,44.0,Middle Point,Ohio,39,377,47,-84.4462602917,40.8558628331
3949756,1991.0,Middleport,Ohio,39,2574,47,-82.0642955964,38.9948484408
3949840,1713.0,Middletown,Ohio,39,25146,25,-84.3658757296,39.5032433605
3949896,107.0,Midland,Ohio,39,216,47,-83.9104025627,39.3067608287
3949966,163.0,Midvale,Ohio,39,517,47,-81.3701090287,40.4358408386
3950036,22.0,Mifflin,Ohio,39,124,47,-82.3638581909,40.7734613813
3950134,29.0,Milan,Ohio,39,732,47,-82.59940466350001,41.2881281835
3950176,375.0,Milford,Ohio,39,3227,25,-84.2810354026,39.1700260052
3950218,34.0,Milford Center,Ohio,39,492,47,-83.43814330859999,40.1790799244
3950260,352.0,Millbury,Ohio,39,734,47,-83.4255160971,41.5647313056
3950358,32.0,Miller City,Ohio,39,208,47,-84.130902034,41.103475402
3950372,216.0,Millersburg,Ohio,39,2138,47,-81.91701235779999,40.5533819432
3950400,22.0,Millersport,Ohio,39,746,47,-82.5389708639,39.8982359031
3950456,71.0,Millfield,Ohio,39,350,57,-82.09487468489999,39.4340379083
3950540,130.0,Millville,Ohio,39,408,47,-84.6529030534,39.3923768418
3950708,5.0,Milton Center,Ohio,39,218,47,-83.8296610465,41.3007392986
3950764,95.0,Mineral City,Ohio,39,583,47,-81.3609499844,40.6017537699
3950778,39.0,Mineral Ridge,Ohio,39,1821,57,-80.7659447039,41.138773370100004
3950834,457.0,Minerva,Ohio,39,2294,47,-81.1022221659,40.730674424600004
3950862,17.0,Minerva Park,Ohio,39,701,47,-82.9421414607,40.0777304549
3950876,38.0,Minford,Ohio,39,479,57,-82.855192117,38.861874886100004
3950904,395.0,Mingo Junction,Ohio,39,2795,47,-80.6174127173,40.3245176004
3950918,43.0,Minster,Ohio,39,2040,47,-84.3787273307,40.395797252
3950974,1.0,Mitiwanga,Ohio,39,257,57,-82.4659077843,41.381238721
3951058,111.0,Mogadore,Ohio,39,2079,47,-81.3993585957,41.0519702483
3951212,207.0,Monfort Heights,Ohio,39,6308,57,-84.6074878597,39.1823013252
3951310,161.0,Monroe,Ohio,39,6121,25,-84.36658353899999,39.4460813808
3951618,64.0,Monroeville,Ohio,39,935,47,-82.7019460924,41.2440529768
3951674,69.0,Montezuma,Ohio,39,174,47,-84.5496004007,40.489116295900004
3951716,394.0,Montgomery,Ohio,39,4805,25,-84.345746089,39.2493263772
3951772,120.0,Montpelier,Ohio,39,2446,47,-84.597011535,41.5816475763
3951816,215.0,Montrose-Ghent,Ohio,39,2693,57,-81.64377421520001,41.1537992066
3952010,624.0,Moraine,Ohio,39,3865,25,-84.2458329037,39.6983029489
3952052,77.0,Moreland Hills,Ohio,39,1686,47,-81.42930663,41.442232434699996
3952178,65.0,Morgandale,Ohio,39,1857,57,-80.7957729677,41.2669817484
3952276,25.0,Morral,Ohio,39,304,47,-83.20978540729999,40.691351948299996
3952374,180.0,Morrow,Ohio,39,996,47,-84.1231275476,39.3498964473
3952416,291.0,Moscow,Ohio,39,300,47,-84.22808617449999,38.860170255300005
3952598,19.0,Mount Blanchard,Ohio,39,325,47,-83.55684468449999,40.8985202924
3952612,51.0,Mount Carmel,Ohio,39,1897,57,-84.2994822566,39.0978665486
3952668,18.0,Mount Cory,Ohio,39,165,47,-83.8234673168,40.9347983643
3952738,87.0,Mount Gilead,Ohio,39,1972,47,-82.8279144176,40.5532354246
3952752,85.0,Mount Healthy,Ohio,39,2685,25,-84.5474899213,39.2337323489
3952780,97.0,Mount Healthy Heights,Ohio,39,1627,57,-84.5691760966,39.2701403866
3952906,111.0,Mount Orab,Ohio,39,2249,47,-83.9266668479,39.0292996848
3952976,0.0,Mount Pleasant,Ohio,39,480,47,-80.7996538542,40.1758935052
3953032,53.0,Mount Repose,Ohio,39,1875,57,-84.219867556,39.190735683
3953046,44.0,Mount Sterling,Ohio,39,993,47,-83.2734575993,39.7133935329
