fsid,count,name,state_name,state_fsid,properties,lsad,longitude,latitude
3976806,967.0,Tiltonsville,Ohio,39,1106,47,-80.6971763557,40.1721698916
3976834,15.0,Timberlake,Ohio,39,361,47,-81.442798342,41.6655222442
3976876,171.0,Tipp City,Ohio,39,4199,25,-84.1859877289,39.9643259848
3976890,17.0,Tippecanoe,Ohio,39,137,57,-81.2810657415,40.273756566399996
3976932,38.0,Tiro,Ohio,39,277,47,-82.7689726507,40.9063153107
3977000,5924.0,Toledo,Ohio,39,121037,25,-83.5822162413,41.6639150073
3977070,20.0,Tontogany,Ohio,39,338,47,-83.7409766063,41.421032720599996
3977112,1207.0,Toronto,Ohio,39,3196,25,-80.6073446971,40.4583566007
3977308,16.0,Tremont City,Ohio,39,246,47,-83.8384261791,40.0146491779
3977322,291.0,Trenton,Ohio,39,4629,25,-84.4620075119,39.4790741108
3977406,282.0,Trimble,Ohio,39,422,47,-82.0807082279,39.4862950108
3977434,18.0,Trinway,Ohio,39,241,57,-82.0118907732,40.137604162399995
3977504,419.0,Trotwood,Ohio,39,12076,25,-84.3164701658,39.7926471326
3977588,1035.0,Troy,Ohio,39,10527,25,-84.2189750551,40.0434771134
3977812,9.0,Tuppers Plains,Ohio,39,426,57,-81.84658192159999,39.17262478
3977840,133.0,Turpin Hills,Ohio,39,2054,57,-84.3702833794,39.106352277
3977924,75.0,Tuscarawas,Ohio,39,551,47,-81.4004860288,40.393366841100004
3978050,339.0,Twinsburg,Ohio,39,7721,25,-81.4451592206,41.3220709768
3978176,319.0,Uhrichsville,Ohio,39,2954,25,-81.35143274880001,40.4004778627
3978470,91.0,Union,Ohio,39,3226,25,-84.2929899243,39.9105409764
3978624,11.0,Union City,Ohio,39,776,47,-84.79419755880001,40.199615853000005
3978736,120.0,Uniontown,Ohio,39,1610,57,-81.404422287,40.9735878972
3978834,4.0,Unionville Center,Ohio,39,138,47,-83.3415901335,40.1366614558
3978848,13.0,Uniopolis,Ohio,39,190,57,-84.0856923615,40.6023221175
3978932,174.0,University Heights,Ohio,39,4570,25,-81.5348210289,41.4948047668
3979002,256.0,Upper Arlington,Ohio,39,13912,25,-83.0703871467,40.0271720626
3979044,247.0,Upper Sandusky,Ohio,39,3816,25,-83.2719721371,40.8297404175
3979072,895.0,Urbana,Ohio,39,6139,25,-83.7540465031,40.1088619163
3979100,43.0,Urbancrest,Ohio,39,961,47,-83.0860001531,39.9015676869
3979114,124.0,Utica,Ohio,39,1096,47,-82.4410410283,40.2334963095
3979184,49.0,Valley City,Ohio,39,398,57,-81.93571980760001,41.235370239699996
3979226,54.0,Valley Hi,Ohio,39,323,47,-83.6758902063,40.3162280393
3979268,487.0,Valley View,Ohio,39,1395,47,-81.6067213007,41.3831338815
3979282,22.0,Valleyview,Ohio,39,295,47,-83.0730815589,39.9643562098
3979394,8.0,Van Buren,Ohio,39,216,47,-83.64925844390001,41.1389463591
3979492,198.0,Vandalia,Ohio,39,6600,25,-84.19292591840001,39.8790199791
3979534,23.0,Vanlue,Ohio,39,278,47,-83.4824029767,40.9751059495
3979562,561.0,Van Wert,Ohio,39,5405,25,-84.5873351072,40.865325796
3979590,13.0,Vaughnsville,Ohio,39,217,57,-84.1460123354,40.88140336
3979716,674.0,Vermilion,Ohio,39,7399,25,-82.3214204875,41.4103201928
3979898,2.0,Verona,Ohio,39,251,47,-84.4959244053,39.9018561155
3979912,56.0,Versailles,Ohio,39,1280,47,-84.483228826,40.2223190485
3979982,8.0,Vickery,Ohio,39,72,57,-82.9415098604,41.3769293326
3980066,11.0,Vienna Center,Ohio,39,521,57,-80.654071522,41.2344570551
3980150,19.0,Vincent,Ohio,39,290,57,-81.67099513699999,39.3748514136
3980178,127.0,Vinton,Ohio,39,337,47,-82.3374086604,38.9775700561
3980304,254.0,Wadsworth,Ohio,39,9567,25,-81.7323478738,41.0279234032
3980402,38.0,Waite Hill,Ohio,39,360,47,-81.3858645618,41.6124620774
3980458,36.0,Wakeman,Ohio,39,684,47,-82.4027912908,41.2530002674
3980486,546.0,Walbridge,Ohio,39,1428,47,-83.4929803583,41.5864189006
3980500,67.0,Waldo,Ohio,39,282,47,-83.0848362575,40.4597544571
3980612,13.0,Walnut Creek,Ohio,39,535,57,-81.721264444,40.5427574959
3980738,70.0,Walton Hills,Ohio,39,1296,47,-81.55540198930001,41.3661821762
3980766,437.0,Wapakoneta,Ohio,39,4599,25,-84.1917567688,40.5675986398
3980892,1148.0,Warren,Ohio,39,23068,25,-80.8177218134,41.2389191824
3980990,205.0,Warrensville Heights,Ohio,39,4927,25,-81.52219420770001,41.4362730024
3981032,96.0,Warsaw,Ohio,39,439,47,-82.0015313954,40.3354756767
3981718,419.0,Washington Court House,Ohio,39,6694,25,-83.4276710047,39.538347517199995
3981732,33.0,Washingtonville,Ohio,39,553,47,-80.7677282914,40.8990253402
3981760,79.0,Waterford,Ohio,39,407,57,-81.64237353189999,39.5406644618
3981858,326.0,Waterville,Ohio,39,2303,25,-83.736646068,41.5014200611
3981928,89.0,Wauseon,Ohio,39,2897,25,-84.1406699586,41.5533444867
3981935,325.0,Waverly,Ohio,39,2651,47,-82.9836003284,39.1256026648
3982334,4.0,Wayne,Ohio,39,605,47,-83.4717265016,41.3009609925
3982348,63.0,Wayne Lakes,Ohio,39,643,47,-84.6624783982,40.0216263166
3982376,141.0,Waynesburg,Ohio,39,659,47,-81.25980990149999,40.6682631309
3982390,20.0,Waynesfield,Ohio,39,561,47,-83.9733577323,40.6024246312
3982418,48.0,Waynesville,Ohio,39,1227,47,-84.0903269466,39.532893388299996
3982642,148.0,Wellington,Ohio,39,2460,47,-82.2267266674,41.1610247391
3982712,237.0,Wellston,Ohio,39,4529,25,-82.5375032549,39.1172072501
3982740,1329.0,Wellsville,Ohio,39,2595,47,-80.65494917550001,40.6042764946
3982880,38.0,West Alexandria,Ohio,39,667,47,-84.53616195149999,39.745081948
3983090,740.0,West Carrollton,Ohio,39,5473,25,-84.2540393397,39.669982413
3983216,7.0,West Elkton,Ohio,39,151,47,-84.5597805557,39.5881384741
3983342,478.0,Westerville,Ohio,39,14627,25,-82.9209507886,40.1241097145
3983384,17.0,West Farmington,Ohio,39,274,47,-80.9729663192,41.3908514543
3983468,25.0,Westfield Center,Ohio,39,705,47,-81.9314505195,41.0282621549
3983541,47.0,West Hill,Ohio,39,2176,57,-80.52742795340001,41.2297558454
3983580,119.0,West Jefferson,Ohio,39,2099,47,-83.29925332170001,39.9487357979
3983608,82.0,West Lafayette,Ohio,39,1302,47,-81.7517079609,40.2760700484
3983622,457.0,Westlake,Ohio,39,13553,25,-81.9294762205,41.4524262676
3983706,7.0,West Leipsic,Ohio,39,206,47,-84.0010124178,41.1052374765
3983734,122.0,West Liberty,Ohio,39,839,47,-83.7585814896,40.2562591325
3983804,9.0,West Manchester,Ohio,39,257,47,-84.6263256028,39.9033203204
3983818,32.0,West Mansfield,Ohio,39,481,47,-83.5444153644,40.4006539679
3983888,5.0,West Millgrove,Ohio,39,188,47,-83.4914072026,41.2427453354
3983902,87.0,West Milton,Ohio,39,2032,47,-84.32612477880001,39.9584169292
3983930,21.0,Westminster,Ohio,39,230,57,-83.9794622935,40.6990203256
3983972,35.0,Weston,Ohio,39,951,47,-83.794730645,41.3463923078
3984140,273.0,West Portsmouth,Ohio,39,2238,57,-83.0416586842,38.7621703716
3984182,3.0,West Rushville,Ohio,39,109,47,-82.4484299238,39.7638812091
3984196,36.0,West Salem,Ohio,39,1047,47,-82.1077602638,40.969663041
3984294,38.0,West Union,Ohio,39,1592,47,-83.5440913448,38.791684339
3984308,57.0,West Unity,Ohio,39,931,47,-84.43063924,41.588535716100004
3984528,23.0,Wetherington,Ohio,39,853,57,-84.3766925098,39.3633446779
3984574,4.0,Wharton,Ohio,39,326,47,-83.46481035779999,40.8613057209
3984588,552.0,Wheelersburg,Ohio,39,3747,57,-82.84211525090001,38.738297547600006
3984742,121.0,Whitehall,Ohio,39,5935,25,-82.8833434246,39.9682354183
3984770,109.0,Whitehouse,Ohio,39,2054,47,-83.7958471473,41.5214788018
3984812,506.0,White Oak,Ohio,39,8701,57,-84.6058911663,39.210415030300005
3984882,87.0,Whites Landing,Ohio,39,330,57,-82.8958341311,41.4308775812
3985036,167.0,Wickliffe,Ohio,39,6471,25,-81.4690218663,41.6072373204
3985085,14.0,Wightmans Grove,Ohio,39,98,57,-83.04658479529999,41.4240609052
3985092,35.0,Wilberforce,Ohio,39,410,57,-83.8846980408,39.7150891458
3985190,10.0,Wilkesville,Ohio,39,186,47,-82.3271751928,39.0764501541
3985232,151.0,Willard,Ohio,39,3287,25,-82.7232272921,41.05177151
3985288,109.0,Williamsburg,Ohio,39,1856,47,-84.0475403732,39.055440976599996
3985344,20.0,Williamsdale,Ohio,39,439,57,-84.5298311037,39.4420744939
3985414,19.0,Williamsport,Ohio,39,697,47,-83.1205551083,39.582387890599996
3985442,36.0,Williston,Ohio,39,237,57,-83.3419089971,41.6026136545
3985484,523.0,Willoughby,Ohio,39,10231,25,-81.4083543929,41.646155121
3985512,371.0,Willoughby Hills,Ohio,39,3305,25,-81.4332627071,41.5872813401
3985638,127.0,Willowick,Ohio,39,6348,25,-81.467906701,41.6342988966
3985736,31.0,Willshire,Ohio,39,304,47,-84.7925060546,40.7465796165
3985792,378.0,Wilmington,Ohio,39,5963,25,-83.81836160600001,39.4386447692
3985806,18.0,Wilmot,Ohio,39,219,47,-81.6343918059,40.6559060653
3985834,5.0,Wilson,Ohio,39,218,47,-81.0689126947,39.8597734041
3985876,31.0,Winchester,Ohio,39,594,47,-83.6539934858,38.9436202584
3985946,28.0,Windham,Ohio,39,899,47,-81.0373458062,41.2374745821
3986072,3.0,Winesburg,Ohio,39,261,57,-81.69473730520001,40.617485610799996
3986184,104.0,Wintersville,Ohio,39,2505,47,-80.7095115074,40.3790466742
3986254,91.0,Withamsville,Ohio,39,2373,57,-84.280769624,39.0627895801
3986282,370.0,Wolfhurst,Ohio,39,718,57,-80.78104172,40.0689895359
3986366,155.0,Woodlawn,Ohio,39,1823,47,-84.4709372125,39.2555405051
3986394,18.0,Woodmere,Ohio,39,407,47,-81.4798563988,41.4599707031
3986436,56.0,Woodsfield,Ohio,39,1899,47,-81.1167749176,39.7630466548
3986478,11.0,Woodstock,Ohio,39,253,47,-83.5280654433,40.1736102882
3986492,58.0,Woodville,Ohio,39,1121,47,-83.3639879937,41.4510284742
3986548,463.0,Wooster,Ohio,39,11537,25,-81.93376592979999,40.816634491500004
3986604,196.0,Worthington,Ohio,39,6305,25,-83.0208049735,40.0949597535
3986632,26.0,Wren,Ohio,39,166,47,-84.7746020821,40.8005523738
3986730,279.0,Wyoming,Ohio,39,4099,25,-84.4813728404,39.2295306013
3986772,599.0,Xenia,Ohio,39,12259,25,-83.94138592510001,39.6828651822
3986940,40.0,Yellow Springs,Ohio,39,2354,47,-83.890472676,39.7985983883
3987164,2.0,Yorkshire,Ohio,39,65,47,-84.4950258362,40.325308961
3987178,675.0,Yorkville,Ohio,39,769,47,-80.7078689822,40.1528160058
3988000,1670.0,Youngstown,Ohio,39,60656,25,-80.64633706800001,41.0993366176
3988028,33.0,Zaleski,Ohio,39,494,47,-82.3950000993,39.281067254899995
3988070,25.0,Zanesfield,Ohio,39,132,47,-83.67788957399999,40.3386209019
3988084,2934.0,Zanesville,Ohio,39,14866,25,-82.0133385204,39.9567749936
3988168,30.0,Zoar,Ohio,39,296,47,-81.4232292958,40.613421163000005
3902204,,Antwerp,Ohio,39,12,47,-84.73775805689999,41.1797807412
3904402,,Bay View,Ohio,39,817,47,-82.8249695105,41.468416947399994
3941986,,Latty,Ohio,39,236,47,-84.5831742176,41.087873535599996
3978078,,Twinsburg Heights,Ohio,39,529,57,-81.45791070979999,41.3063742121
